district,Jun19,Jul19,Aug19,Sep19,Oct19,Nov19,Dec19,Jan20,Feb20,Mar20,Apr20,May20,Jun20,Jul20,Aug20,Sep20,Oct20,Nov20,Dec20,Jan21,Feb21,Mar21,Apr21,May21
Chiang Mai#Mae Chaem,112,181,198,209,27.0,30.0,39.0,19.0,6.0,15.0,11.0,5.0,9.0,29.0,26,26.0,36.0,64,91,254,275,225,130,17.0
Chiang Mai#Mae On,205,240,194,182,33.0,23.0,38.0,22.0,13.0,14.0,5.0,2.0,22.0,34.0,46,51.0,75.0,125,78,317,293,293,131,4.0
Chiang Mai#Mae Rim,948,1276,1347,1139,164.0,137.0,245.0,115.0,73.0,77.0,22.0,45.0,87.0,185.0,200,177.0,276.0,425,465,1547,1636,1716,703,73.0
Chiang Mai#Mae Taeng,368,414,441,348,42.0,33.0,65.0,39.0,16.0,45.0,15.0,22.0,26.0,62.0,50,42.0,95.0,130,148,856,837,881,482,27.0
Chiang Mai#Mae Wang,56,75,70,66,7.0,3.0,15.0,11.0,2.0,4.0,1.0,3.0,6.0,11.0,7,12.0,20.0,32,44,284,179,207,87,7.0
Chiang Mai#Mueang Chiang Mai,7992,9338,10492,8500,1033.0,903.0,1241.0,782.0,615.0,712.0,176.0,267.0,494.0,1165.0,1506,1426.0,1646.0,1986,1874,5594,7163,8599,4066,332.0
Chiang Mai#Omkoi,61,60,65,47,7.0,9.0,16.0,8.0,3.0,8.0,3.0,6.0,6.0,14.0,4,11.0,12.0,27,35,79,97,96,64,10.0
Chiang Mai#Phrao,176,193,227,180,25.0,12.0,20.0,17.0,7.0,15.0,26.0,24.0,22.0,30.0,36,28.0,42.0,56,61,313,328,339,253,29.0
Chiang Mai#Samoeng,22,36,40,35,4.0,5.0,6.0,5.0,1.0,4.0,3.0,4.0,3.0,10.0,6,2.0,10.0,14,25,78,93,56,46,3.0
Chiang Mai#San Kamphaeng,569,658,682,586,71.0,40.0,82.0,49.0,35.0,47.0,17.0,19.0,30.0,56.0,70,67.0,112.0,118,95,575,732,742,454,26.0
Chiang Mai#San Pa Tong,247,285,306,238,22.0,12.0,28.0,28.0,15.0,27.0,8.0,8.0,25.0,33.0,37,33.0,49.0,60,59,255,333,319,197,18.0
Chiang Mai#San Sai,1549,1744,1704,1264,217.0,120.0,194.0,136.0,104.0,131.0,36.0,60.0,129.0,239.0,225,184.0,227.0,281,301,1647,2046,2364,1156,79.0
Chiang Mai#Saraphi,603,808,1021,717,68.0,48.0,85.0,39.0,32.0,72.0,38.0,41.0,53.0,110.0,91,72.0,124.0,136,139,870,912,1027,551,55.0
Chiang Mai#Wiang Haeng,34,48,51,50,12.0,6.0,7.0,5.0,3.0,6.0,7.0,3.0,8.0,9.0,8,10.0,10.0,14,12,68,107,78,51,2.0
Chiang Rai#Chiang Khong,221,274,291,286,22.0,21.0,35.0,26.0,15.0,38.0,28.0,14.0,15.0,48.0,38,51.0,73.0,65,63,411,434,512,432,30.0
Chiang Rai#Chiang Saen,221,263,253,218,28.0,30.0,36.0,24.0,18.0,21.0,11.0,10.0,12.0,56.0,41,56.0,54.0,59,67,429,449,499,352,20.0
Chiang Rai#Doi Luang,21,40,30,24,7.0,5.0,7.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,5,5.0,9.0,14,6,61,65,73,70,3.0
Chiang Rai#Khun Tan,70,56,87,57,4.0,6.0,8.0,12.0,2.0,8.0,10.0,1.0,8.0,10.0,10,11.0,13.0,20,17,107,101,125,116,5.0
Chiang Rai#Mae Chan,312,399,399,364,39.0,38.0,58.0,43.0,25.0,44.0,20.0,15.0,22.0,49.0,47,49.0,78.0,95,89,549,640,649,503,51.0
Chiang Rai#Mae Fa Luang,141,165,184,206,32.0,27.0,34.0,21.0,16.0,21.0,1.0,8.0,6.0,20.0,18,16.0,36.0,63,70,262,220,200,163,10.0
Chiang Rai#Mae Lao,161,139,171,123,14.0,8.0,17.0,10.0,6.0,16.0,6.0,13.0,10.0,19.0,24,18.0,33.0,29,39,214,273,272,212,25.0
Chiang Rai#Mae Sai,679,803,848,684,134.0,94.0,102.0,75.0,63.0,104.0,42.0,37.0,57.0,127.0,119,105.0,191.0,199,143,1036,1130,1204,762,54.0
Chiang Rai#Mae Suai,192,244,248,218,25.0,12.0,28.0,17.0,10.0,20.0,9.0,11.0,16.0,25.0,36,29.0,74.0,71,86,376,389,380,318,38.0
Chiang Rai#Mueang Chiang Rai,3260,3706,3921,3074,392.0,354.0,495.0,332.0,300.0,325.0,124.0,140.0,233.0,500.0,617,586.0,771.0,803,737,3855,4511,5165,3236,265.0
Chiang Rai#Pa Daet,58,61,53,52,3.0,4.0,7.0,7.0,2.0,8.0,3.0,10.0,9.0,25.0,24,6.0,24.0,23,36,104,116,122,103,4.0
Chiang Rai#Phan,376,399,419,317,54.0,42.0,60.0,46.0,31.0,41.0,17.0,35.0,49.0,50.0,74,54.0,92.0,106,126,605,577,654,636,37.0
Chiang Rai#Phaya Mengrai,79,72,81,63,10.0,9.0,18.0,9.0,9.0,8.0,6.0,5.0,11.0,11.0,13,11.0,17.0,21,25,104,98,138,142,11.0
Chiang Rai#Thoeng,192,196,280,255,25.0,17.0,37.0,29.0,18.0,22.0,17.0,7.0,23.0,32.0,20,19.0,74.0,77,83,368,316,359,319,18.0
Chiang Rai#Wiang Chai,135,160,152,151,19.0,12.0,17.0,13.0,8.0,14.0,10.0,7.0,15.0,20.0,19,16.0,31.0,41,41,241,249,291,237,16.0
Chiang Rai#Wiang Chiang Rung,46,37,46,45,3.0,2.0,8.0,6.0,4.0,7.0,0.0,3.0,3.0,3.0,8,8.0,7.0,16,20,89,72,115,87,3.0
Chiang Rai#Wiang Kaen,86,119,137,110,18.0,17.0,34.0,17.0,6.0,10.0,7.0,1.0,13.0,14.0,17,10.0,25.0,48,61,333,178,133,107,5.0
Chiang Rai#Wiang Pa Pao,268,326,315,275,34.0,23.0,45.0,18.0,19.0,28.0,25.0,29.0,28.0,55.0,54,44.0,82.0,87,104,549,587,617,431,32.0
Chon Buri#Ban Bueng,1023,1166,1380,1045,93.0,71.0,89.0,62.0,36.0,97.0,73.0,45.0,71.0,119.0,151,136.0,205.0,256,306,1068,1746,3593,1868,167.0
Chon Buri#Bang Lamung,12148,14372,15810,12434,1235.0,793.0,1040.0,662.0,616.0,871.0,217.0,288.0,664.0,1468.0,1787,1716.0,1840.0,2213,2024,3267,9346,12906,9908,674.0
Chon Buri#Bo Thong,236,283,345,241,17.0,12.0,21.0,11.0,6.0,33.0,14.0,10.0,33.0,41.0,31,27.0,56.0,64,107,400,578,622,412,34.0
Chon Buri#Ko Chan,227,247,224,218,11.0,12.0,13.0,10.0,13.0,44.0,22.0,5.0,12.0,30.0,27,29.0,48.0,53,80,223,338,344,254,27.0
Chon Buri#Ko Si Chang,59,77,63,49,2.0,5.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,14,7.0,9.0,12,9,26,69,96,78,7.0
Chon Buri#Mueang Chon Buri,8336,9546,10576,8441,874.0,543.0,701.0,466.0,431.0,670.0,293.0,318.0,505.0,959.0,1144,1010.0,1407.0,1719,1886,5248,14799,17141,9805,684.0
Chon Buri#Nong Yai,194,208,229,169,15.0,11.0,18.0,13.0,8.0,20.0,14.0,9.0,21.0,16.0,27,28.0,48.0,44,73,234,340,365,232,48.0
Chon Buri#Phan Thong,1365,1513,1679,1429,134.0,64.0,124.0,80.0,60.0,121.0,82.0,64.0,99.0,179.0,186,149.0,273.0,284,415,986,1640,1801,1176,150.0
Chon Buri#Phanat Nikhom,873,961,1060,819,63.0,48.0,70.0,48.0,46.0,118.0,45.0,56.0,70.0,105.0,130,111.0,169.0,189,296,847,1561,1582,1130,118.0
Chon Buri#Sattahip,4662,5591,5973,4842,458.0,241.0,330.0,204.0,208.0,285.0,110.0,123.0,258.0,527.0,574,524.0,617.0,757,785,1715,4908,6339,5143,221.0
Chon Buri#Si Racha,6243,7258,8077,6686,697.0,353.0,510.0,365.0,329.0,563.0,297.0,261.0,387.0,740.0,813,759.0,1089.0,1329,1595,3891,8101,10268,6359,695.0
Chumphon#Lamae,127,125,177,135,14.0,7.0,16.0,16.0,8.0,28.0,11.0,12.0,14.0,23.0,43,24.0,34.0,42,41,234,377,388,266,29.0
Chumphon#Lang Suan,463,570,688,440,56.0,26.0,45.0,38.0,35.0,63.0,25.0,33.0,62.0,109.0,109,80.0,161.0,154,165,734,1048,1092,777,84.0
Chumphon#Mueang Chumphon,1089,1369,1467,1062,140.0,86.0,130.0,80.0,84.0,145.0,43.0,45.0,95.0,229.0,245,198.0,270.0,296,379,1424,2231,2429,1793,122.0
Chumphon#Pathio,305,380,389,238,23.0,28.0,43.0,12.0,17.0,36.0,7.0,7.0,23.0,49.0,45,46.0,57.0,81,85,421,593,640,634,33.0
Chumphon#Phato,56,67,91,59,5.0,2.0,2.0,4.0,3.0,15.0,2.0,5.0,6.0,14.0,5,10.0,10.0,19,17,124,145,137,108,12.0
Chumphon#Sawi,155,254,338,173,26.0,23.0,31.0,13.0,15.0,31.0,16.0,17.0,25.0,42.0,37,38.0,61.0,68,75,327,443,451,395,33.0
Chumphon#Tha Sae,244,329,378,267,32.0,11.0,24.0,18.0,16.0,66.0,18.0,23.0,34.0,63.0,48,52.0,69.0,91,101,335,578,619,523,65.0
Chumphon#Thung Tako,139,165,237,123,8.0,5.0,9.0,10.0,3.0,19.0,11.0,14.0,16.0,23.0,28,30.0,29.0,47,43,209,301,328,248,32.0
Kalasin#Don Chan,27,38,34,34,7.0,1.0,4.0,4.0,5.0,8.0,3.0,3.0,5.0,7.0,9,4.0,23.0,19,24,33,40,33,73,6.0
Kalasin#Huai Mek,108,88,81,54,19.0,5.0,22.0,12.0,6.0,17.0,13.0,6.0,8.0,11.0,21,15.0,30.0,29,57,129,84,145,175,26.0
Kalasin#Huai Phueng,60,64,71,52,9.0,10.0,9.0,10.0,4.0,8.0,9.0,4.0,9.0,9.0,7,8.0,17.0,30,38,81,77,102,110,22.0
Kalasin#Kamalasai,177,229,225,223,20.0,3.0,26.0,22.0,14.0,17.0,20.0,12.0,26.0,32.0,22,33.0,51.0,48,84,221,221,240,249,29.0
Kalasin#Kham Muang,85,74,101,60,17.0,12.0,12.0,16.0,4.0,11.0,9.0,7.0,6.0,24.0,16,40.0,29.0,38,54,124,136,125,115,18.0
Kalasin#Khao Wong,94,91,92,70,14.0,6.0,15.0,16.0,10.0,8.0,15.0,10.0,16.0,26.0,33,20.0,32.0,43,51,97,111,111,106,16.0
Kalasin#Khong Chai,59,55,63,51,5.0,4.0,12.0,5.0,6.0,9.0,3.0,6.0,15.0,16.0,7,13.0,25.0,25,38,79,70,70,98,15.0
Kalasin#Kuchinarai,214,274,259,189,34.0,20.0,77.0,35.0,16.0,45.0,36.0,35.0,37.0,64.0,73,52.0,100.0,99,196,357,341,400,355,67.0
Kalasin#Mueang Kalasin,762,740,770,724,73.0,54.0,115.0,62.0,77.0,102.0,52.0,48.0,83.0,161.0,199,178.0,233.0,257,359,910,987,1250,1016,154.0
Kalasin#Na Khu,40,57,56,41,11.0,6.0,11.0,10.0,2.0,8.0,5.0,0.0,4.0,7.0,11,4.0,20.0,25,29,70,59,59,81,14.0
Kalasin#Na Mon,74,55,74,67,13.0,9.0,14.0,6.0,5.0,14.0,5.0,2.0,8.0,23.0,16,12.0,30.0,27,49,103,99,120,109,20.0
Kalasin#Nong Kung Si,104,123,176,116,17.0,9.0,24.0,16.0,10.0,10.0,16.0,9.0,8.0,32.0,26,25.0,58.0,57,81,208,161,223,257,29.0
Kalasin#Rong Kham,26,40,38,22,2.0,1.0,5.0,7.0,2.0,8.0,3.0,3.0,5.0,6.0,5,5.0,21.0,22,24,31,37,42,63,8.0
Kalasin#Sahatsakhan,90,119,123,76,17.0,3.0,18.0,9.0,8.0,18.0,6.0,9.0,23.0,35.0,26,23.0,66.0,41,100,202,191,267,280,23.0
Kalasin#Sam Chai,23,28,37,38,6.0,4.0,2.0,3.0,2.0,10.0,4.0,2.0,2.0,3.0,4,6.0,29.0,28,31,50,53,50,78,16.0
Kalasin#Somdet,133,168,164,123,28.0,8.0,23.0,15.0,15.0,12.0,6.0,11.0,14.0,30.0,33,29.0,56.0,58,81,203,185,210,218,36.0
Kalasin#Tha Khantho,51,90,72,42,10.0,6.0,7.0,13.0,4.0,17.0,12.0,3.0,16.0,10.0,19,19.0,37.0,49,65,129,106,106,166,12.0
Kalasin#Yang Talat,237,254,314,242,37.0,18.0,65.0,36.0,28.0,56.0,25.0,28.0,37.0,55.0,48,62.0,121.0,134,183,461,463,489,483,79.0
Kamphaeng Phet#Bueng Samakkhi,72,73,72,64,11.0,7.0,8.0,10.0,9.0,15.0,10.0,4.0,6.0,10.0,11,14.0,38.0,20,59,162,194,251,175,10.0
Kamphaeng Phet#Khanu Woralaksaburi,341,405,445,395,35.0,28.0,53.0,32.0,15.0,45.0,35.0,17.0,47.0,53.0,63,62.0,168.0,139,210,736,901,954,702,65.0
Kamphaeng Phet#Khlong Khlung,233,285,299,223,27.0,28.0,35.0,31.0,24.0,35.0,13.0,21.0,25.0,47.0,48,32.0,87.0,83,110,452,473,563,406,28.0
Kamphaeng Phet#Khlong Lan,118,153,192,126,19.0,7.0,27.0,20.0,11.0,21.0,11.0,10.0,19.0,27.0,24,21.0,50.0,49,93,350,332,362,300,27.0
Kamphaeng Phet#Kosamphi Nakhon,87,85,97,51,11.0,6.0,13.0,4.0,6.0,13.0,3.0,8.0,6.0,12.0,7,9.0,24.0,29,36,154,160,156,120,8.0
Kamphaeng Phet#Lan Krabue,91,118,121,111,13.0,7.0,15.0,13.0,9.0,14.0,6.0,4.0,9.0,19.0,17,14.0,25.0,22,50,196,223,240,187,13.0
Kamphaeng Phet#Mueang Kamphaeng Phet,1088,1425,1418,1072,140.0,97.0,154.0,103.0,88.0,138.0,78.0,73.0,113.0,201.0,270,238.0,318.0,346,481,1833,2271,2454,1750,161.0
Kamphaeng Phet#Pang Sila Thong,81,80,105,84,10.0,5.0,17.0,9.0,8.0,17.0,6.0,7.0,10.0,12.0,10,9.0,30.0,26,47,182,157,155,162,13.0
Kamphaeng Phet#Phran Kratai,133,149,157,111,21.0,10.0,16.0,15.0,12.0,22.0,9.0,13.0,20.0,30.0,39,27.0,38.0,53,81,315,301,264,272,18.0
Kamphaeng Phet#Sai Ngam,99,149,122,107,10.0,8.0,19.0,10.0,6.0,20.0,15.0,11.0,18.0,23.0,18,10.0,32.0,34,61,218,216,217,225,13.0
Kamphaeng Phet#Sai Thong Watthana,27,54,51,44,6.0,7.0,7.0,12.0,7.0,6.0,8.0,5.0,12.0,10.0,10,12.0,12.0,28,26,106,71,99,84,15.0
Kanchanaburi#Bo Phloi,295,406,419,329,31.0,20.0,25.0,22.0,18.0,30.0,18.0,20.0,30.0,48.0,70,46.0,78.0,77,145,467,619,662,625,58.0
Kanchanaburi#Dan Makham Tia,150,212,208,157,12.0,6.0,11.0,11.0,7.0,20.0,15.0,7.0,12.0,21.0,23,21.0,32.0,43,69,293,375,296,252,22.0
Kanchanaburi#Huai Krachao,115,166,161,131,14.0,9.0,10.0,14.0,4.0,20.0,7.0,7.0,7.0,25.0,14,14.0,52.0,43,68,223,250,278,220,21.0
Kanchanaburi#Lao Khwan,181,200,239,228,22.0,22.0,13.0,18.0,11.0,21.0,19.0,21.0,17.0,37.0,21,28.0,69.0,75,93,304,400,452,390,54.0
Kanchanaburi#Mueang Kanchanaburi,3070,3643,4154,3267,317.0,216.0,326.0,180.0,207.0,293.0,105.0,143.0,256.0,473.0,565,530.0,657.0,781,849,3363,4509,4507,3267,281.0
Kanchanaburi#Nong Prue,118,164,166,129,9.0,6.0,16.0,10.0,3.0,11.0,15.0,10.0,13.0,14.0,20,27.0,50.0,50,69,261,335,317,266,22.0
Kanchanaburi#Phanom Thuan,273,366,387,230,30.0,19.0,26.0,13.0,16.0,28.0,22.0,28.0,40.0,31.0,37,30.0,68.0,66,116,368,571,564,460,30.0
Kanchanaburi#Sai Yok,882,1268,1250,990,88.0,52.0,64.0,36.0,41.0,70.0,33.0,49.0,102.0,153.0,161,117.0,178.0,244,241,935,1278,1421,1229,76.0
Kanchanaburi#Sangkhla Buri,324,502,484,315,40.0,35.0,58.0,33.0,21.0,29.0,17.0,17.0,47.0,95.0,81,52.0,57.0,90,100,216,252,231,270,24.0
Kanchanaburi#Si Sawat,940,1236,1212,822,79.0,41.0,66.0,39.0,44.0,74.0,11.0,28.0,72.0,136.0,128,106.0,142.0,200,210,586,1043,1230,1168,34.0
Kanchanaburi#Tha Maka,819,921,1118,821,81.0,54.0,73.0,41.0,41.0,101.0,47.0,47.0,68.0,127.0,116,99.0,142.0,178,228,952,1293,1348,980,101.0
Kanchanaburi#Tha Muang,1117,1377,1558,1078,115.0,53.0,87.0,62.0,50.0,86.0,42.0,63.0,86.0,142.0,151,117.0,251.0,274,344,1370,2064,2036,1439,120.0
Kanchanaburi#Thong Pha Phum,545,714,660,475,47.0,37.0,73.0,45.0,23.0,57.0,30.0,28.0,53.0,99.0,87,66.0,95.0,114,168,545,667,711,550,37.0
Khon Kaen#Ban Fang,137,222,265,121,12.0,15.0,24.0,16.0,6.0,18.0,5.0,8.0,13.0,7.0,27,22.0,53.0,49,55,162,152,149,158,26.0
Khon Kaen#Ban Haet,71,98,103,75,13.0,12.0,17.0,9.0,6.0,11.0,9.0,4.0,14.0,21.0,19,21.0,25.0,50,40,115,146,183,130,27.0
Khon Kaen#Ban Phai,368,423,489,432,42.0,38.0,77.0,43.0,25.0,49.0,30.0,31.0,43.0,98.0,90,81.0,132.0,171,187,455,544,586,603,70.0
Khon Kaen#Chonnabot,104,154,154,115,13.0,11.0,21.0,18.0,5.0,20.0,10.0,13.0,14.0,20.0,27,24.0,41.0,33,68,157,169,205,225,36.0
Khon Kaen#Chum Phae,593,693,791,567,105.0,66.0,111.0,61.0,46.0,85.0,70.0,51.0,86.0,151.0,179,139.0,210.0,236,305,992,1180,1186,981,138.0
Khon Kaen#Khao Suan Kwang,96,155,159,106,12.0,12.0,15.0,8.0,5.0,19.0,9.0,8.0,15.0,20.0,20,24.0,46.0,46,54,142,239,264,214,28.0
Khon Kaen#Khok Pho Chai,47,90,74,55,12.0,6.0,8.0,8.0,5.0,11.0,9.0,7.0,8.0,10.0,18,5.0,19.0,17,37,112,96,115,124,12.0
Khon Kaen#Kranuan,142,141,169,130,16.0,15.0,36.0,15.0,23.0,27.0,17.0,22.0,17.0,40.0,34,28.0,36.0,43,94,284,246,275,264,40.0
Khon Kaen#Mancha Khiri,140,158,204,132,22.0,11.0,30.0,19.0,10.0,22.0,9.0,8.0,23.0,32.0,40,29.0,46.0,48,70,181,214,250,262,21.0
Khon Kaen#Mueang Khon Kaen,6297,7140,7717,6032,836.0,641.0,839.0,611.0,560.0,755.0,307.0,338.0,597.0,1199.0,1470,1347.0,1632.0,1732,2037,6125,7564,9043,5454,870.0
Khon Kaen#Nam Phong,287,319,361,256,47.0,32.0,64.0,49.0,36.0,53.0,27.0,15.0,42.0,54.0,73,59.0,93.0,117,172,385,403,466,479,83.0
Khon Kaen#Non Sila,63,76,104,91,7.0,7.0,14.0,8.0,6.0,14.0,7.0,6.0,7.0,13.0,18,13.0,24.0,24,57,111,98,223,128,13.0
Khon Kaen#Nong Na Kham,37,40,49,45,5.0,8.0,4.0,3.0,3.0,5.0,3.0,6.0,7.0,5.0,9,7.0,10.0,25,34,75,75,72,77,10.0
Khon Kaen#Nong Ruea,177,201,220,150,32.0,17.0,35.0,21.0,19.0,34.0,20.0,20.0,23.0,48.0,61,45.0,86.0,97,135,370,315,382,415,41.0
Khon Kaen#Nong Song Hong,120,191,180,164,25.0,15.0,40.0,27.0,15.0,25.0,18.0,26.0,28.0,32.0,27,34.0,64.0,73,114,250,287,255,241,30.0
Khon Kaen#Phon,366,409,512,367,48.0,27.0,53.0,36.0,29.0,71.0,29.0,35.0,46.0,70.0,95,78.0,163.0,123,185,522,572,681,588,89.0
Khon Kaen#Phra Yuen,655,1149,1791,1049,13.0,12.0,17.0,9.0,6.0,14.0,7.0,9.0,7.0,22.0,16,13.0,17.0,30,54,129,154,120,161,15.0
Khon Kaen#Phu Pha Man,34,61,54,36,4.0,4.0,10.0,3.0,4.0,4.0,5.0,4.0,9.0,16.0,4,8.0,14.0,24,44,153,130,100,118,10.0
Khon Kaen#Phu Wiang,157,173,210,141,13.0,25.0,31.0,17.0,7.0,26.0,22.0,18.0,29.0,45.0,46,24.0,63.0,107,108,342,319,325,362,52.0
Khon Kaen#Pueai Noi,59,64,39,40,6.0,1.0,4.0,5.0,2.0,5.0,1.0,5.0,7.0,8.0,10,8.0,10.0,14,31,68,59,60,67,8.0
Khon Kaen#Sam Sung,26,29,41,31,5.0,4.0,10.0,6.0,2.0,6.0,0.0,2.0,3.0,6.0,4,10.0,15.0,22,26,54,48,41,62,9.0
Khon Kaen#Si Chomphu,99,144,146,113,16.0,8.0,36.0,18.0,9.0,23.0,13.0,14.0,19.0,40.0,31,24.0,70.0,52,75,234,182,213,244,27.0
Khon Kaen#Ubolratana,152,201,230,158,31.0,16.0,19.0,14.0,6.0,19.0,7.0,11.0,25.0,34.0,20,20.0,37.0,75,73,259,287,371,289,32.0
Khon Kaen#Waeng Noi,79,93,91,68,9.0,5.0,22.0,16.0,5.0,15.0,14.0,15.0,16.0,17.0,12,23.0,28.0,23,58,133,127,145,179,14.0
Khon Kaen#Waeng Yai,62,85,91,62,9.0,7.0,15.0,9.0,6.0,11.0,7.0,2.0,8.0,9.0,13,19.0,28.0,37,36,97,109,130,154,22.0
Khon Kaen#Wiang Kao,31,73,49,54,6.0,12.0,11.0,4.0,1.0,5.0,3.0,2.0,8.0,13.0,12,5.0,19.0,10,24,116,103,96,108,6.0
Krabi#Ao Luek,259,253,293,202,33.0,19.0,30.0,30.0,22.0,92.0,17.0,9.0,26.0,40.0,55,38.0,64.0,67,81,363,523,594,529,24.0
Krabi#Khao Phanom,89,102,92,115,14.0,7.0,18.0,4.0,9.0,10.0,5.0,5.0,16.0,21.0,21,22.0,18.0,39,66,198,231,229,207,25.0
Krabi#Khlong Thom,267,219,279,227,22.0,11.0,21.0,10.0,12.0,113.0,9.0,14.0,23.0,41.0,48,44.0,56.0,84,79,342,491,609,548,38.0
Krabi#Ko Lanta,145,165,177,141,28.0,19.0,24.0,25.0,11.0,38.0,10.0,5.0,12.0,34.0,20,22.0,52.0,63,76,161,244,262,338,40.0
Krabi#Lam Thap,55,68,75,58,4.0,3.0,1.0,9.0,5.0,21.0,3.0,2.0,6.0,14.0,15,18.0,24.0,30,32,130,164,206,151,12.0
Krabi#Mueang Krabi,1657,1723,1705,1525,251.0,176.0,234.0,141.0,151.0,335.0,25.0,39.0,101.0,331.0,401,428.0,503.0,550,524,1633,2349,2954,3217,119.0
Krabi#Nuea Khlong,389,374,415,337,37.0,24.0,25.0,21.0,18.0,84.0,3.0,12.0,24.0,40.0,43,58.0,78.0,95,112,364,546,672,545,24.0
Krabi#Plai Phraya,111,123,169,111,14.0,6.0,10.0,13.0,8.0,12.0,3.0,2.0,9.0,19.0,14,16.0,30.0,34,32,210,289,269,234,24.0
Lampang#Chae Hom,150,131,166,132,15.0,7.0,14.0,8.0,9.0,7.0,1.0,10.0,10.0,20.0,27,19.0,30.0,35,68,274,302,304,197,25.0
Lampang#Hang Chat,271,362,363,259,46.0,24.0,30.0,24.0,11.0,19.0,11.0,9.0,21.0,60.0,42,43.0,71.0,69,90,519,564,598,382,35.0
Lampang#Ko Kha,294,355,317,283,38.0,22.0,42.0,16.0,9.0,36.0,12.0,29.0,32.0,54.0,39,37.0,62.0,70,98,496,493,510,380,33.0
Lampang#Mae Mo,156,211,232,139,21.0,17.0,15.0,18.0,13.0,14.0,6.0,10.0,12.0,25.0,33,22.0,21.0,66,49,219,240,273,158,15.0
Lampang#Mae Phrik,57,62,72,46,8.0,8.0,10.0,6.0,3.0,11.0,4.0,4.0,7.0,12.0,6,10.0,13.0,6,29,103,65,90,107,6.0
Lampang#Mae Tha,141,135,194,131,18.0,9.0,32.0,18.0,9.0,17.0,7.0,13.0,16.0,28.0,27,26.0,39.0,49,47,245,251,252,256,12.0
Lampang#Mueang Lampang,2217,2636,2685,2089,285.0,196.0,273.0,232.0,164.0,244.0,101.0,147.0,233.0,385.0,414,376.0,439.0,537,663,2638,3413,3779,2304,215.0
Lampang#Mueang Pan,109,176,172,115,24.0,11.0,25.0,22.0,10.0,11.0,13.0,16.0,5.0,22.0,14,28.0,36.0,52,84,356,382,330,202,20.0
Lampang#Ngao,184,234,224,188,16.0,15.0,29.0,24.0,8.0,17.0,14.0,11.0,23.0,26.0,39,45.0,60.0,68,86,312,310,303,284,45.0
Lampang#Soem Ngam,54,59,63,37,4.0,7.0,9.0,7.0,4.0,13.0,2.0,3.0,11.0,10.0,11,13.0,18.0,17,19,93,119,131,89,10.0
Lampang#Sop Prap,81,80,100,69,6.0,5.0,6.0,5.0,0.0,9.0,4.0,5.0,13.0,16.0,12,17.0,20.0,29,32,180,123,128,114,8.0
Lampang#Thoen,241,333,362,302,32.0,18.0,33.0,26.0,10.0,31.0,14.0,10.0,29.0,50.0,42,44.0,68.0,64,91,433,393,418,409,37.0
Lampang#Wang Nuea,118,108,141,90,28.0,13.0,18.0,12.0,8.0,11.0,3.0,10.0,9.0,13.0,25,25.0,28.0,37,69,197,253,242,214,19.0
Lamphun#Ban Hong,146,164,179,146,23.0,18.0,16.0,12.0,15.0,17.0,8.0,18.0,16.0,46.0,31,13.0,40.0,32,48,191,168,243,169,9.0
Lamphun#Ban Thi,40,60,54,40,6.0,1.0,3.0,6.0,3.0,8.0,0.0,0.0,1.0,13.0,8,6.0,16.0,13,8,67,65,93,54,6.0
Lamphun#Li,194,236,247,201,26.0,17.0,24.0,28.0,16.0,25.0,21.0,19.0,17.0,25.0,36,23.0,50.0,54,100,343,399,429,334,21.0
Lamphun#Mae Tha,95,122,167,114,11.0,6.0,9.0,10.0,10.0,13.0,1.0,4.0,9.0,11.0,16,18.0,24.0,17,47,122,160,200,116,9.0
Lamphun#Mueang Lamphun,1126,1252,1285,1106,140.0,86.0,148.0,83.0,61.0,110.0,30.0,35.0,75.0,162.0,173,139.0,218.0,261,278,1024,1347,1623,962,160.0
Lamphun#Pa Sang,170,216,208,144,15.0,8.0,13.0,17.0,9.0,18.0,9.0,12.0,30.0,42.0,30,18.0,37.0,43,60,182,230,245,174,19.0
Lamphun#Thung Hua Chang,35,31,48,41,5.0,8.0,3.0,3.0,3.0,6.0,4.0,4.0,7.0,7.0,11,8.0,11.0,13,10,67,77,57,44,12.0
Lamphun#Wiang Nong Long,54,60,82,74,6.0,10.0,10.0,1.0,6.0,9.0,7.0,4.0,12.0,19.0,13,10.0,10.0,18,32,115,96,135,85,7.0
Loei#Chiang Khan,286,545,419,340,77.0,57.0,115.0,48.0,40.0,34.0,12.0,22.0,44.0,116.0,95,110.0,217.0,332,376,618,652,623,464,33.0
Loei#Dan Sai,151,314,205,180,31.0,12.0,23.0,16.0,4.0,24.0,15.0,17.0,20.0,40.0,37,40.0,64.0,71,126,370,269,327,293,30.0
Loei#Erawan,79,85,78,54,19.0,6.0,12.0,5.0,4.0,11.0,2.0,9.0,9.0,9.0,9,7.0,31.0,31,48,122,101,133,154,14.0
Loei#Mueang Loei,716,900,910,640,110.0,66.0,137.0,87.0,63.0,77.0,57.0,60.0,82.0,169.0,209,188.0,286.0,284,373,982,1144,1258,971,149.0
Loei#Na Duang,28,32,42,27,3.0,8.0,6.0,1.0,2.0,4.0,2.0,3.0,5.0,5.0,10,4.0,9.0,14,27,57,70,57,58,13.0
